ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
541,3/13/2020,3/25/2020,3/20/2020,14194,SO54350,$28.99 
541,3/13/2020,3/25/2020,3/20/2020,27325,SO54352,$28.99 
538,3/13/2020,3/25/2020,3/20/2020,25671,SO54353,$21.49 
538,3/13/2020,3/25/2020,3/20/2020,20820,SO54362,$21.49 
538,3/13/2020,3/25/2020,3/20/2020,21909,SO54370,$21.49 
538,3/13/2020,3/25/2020,3/20/2020,21062,SO54373,$21.49 
536,3/13/2020,3/25/2020,3/20/2020,20265,SO54322,$29.99 
537,3/13/2020,3/25/2020,3/20/2020,14717,SO54343,$35 
537,3/13/2020,3/25/2020,3/20/2020,15683,SO54345,$35 
537,3/13/2020,3/25/2020,3/20/2020,17193,SO54346,$35 
537,3/13/2020,3/25/2020,3/20/2020,11511,SO54354,$35 
537,3/13/2020,3/25/2020,3/20/2020,11194,SO54355,$35 
478,3/13/2020,3/25/2020,3/20/2020,11428,SO54318,$9.99 
478,3/13/2020,3/25/2020,3/20/2020,11464,SO54364,$9.99 
485,3/13/2020,3/25/2020,3/20/2020,14519,SO54340,$21.98 
485,3/13/2020,3/25/2020,3/20/2020,19060,SO54342,$21.98 
485,3/13/2020,3/25/2020,3/20/2020,13310,SO54356,$21.98 
485,3/13/2020,3/25/2020,3/20/2020,13313,SO54357,$21.98 
485,3/13/2020,3/25/2020,3/20/2020,12167,SO54358,$21.98 
529,3/13/2020,3/25/2020,3/20/2020,24710,SO54328,$3.99 
529,3/13/2020,3/25/2020,3/20/2020,11019,SO54332,$3.99 
529,3/13/2020,3/25/2020,3/20/2020,28813,SO54333,$3.99 
529,3/13/2020,3/25/2020,3/20/2020,11631,SO54334,$3.99 
529,3/13/2020,3/25/2020,3/20/2020,25329,SO54336,$3.99 
529,3/13/2020,3/25/2020,3/20/2020,19332,SO54344,$3.99 
529,3/13/2020,3/25/2020,3/20/2020,20580,SO54348,$3.99 
529,3/13/2020,3/25/2020,3/20/2020,23600,SO54351,$3.99 
529,3/13/2020,3/25/2020,3/20/2020,20820,SO54362,$3.99 
480,3/13/2020,3/25/2020,3/20/2020,20265,SO54322,$2.29 
480,3/13/2020,3/25/2020,3/20/2020,28936,SO54324,$2.29 
480,3/13/2020,3/25/2020,3/20/2020,24710,SO54328,$2.29 
480,3/13/2020,3/25/2020,3/20/2020,26706,SO54339,$2.29 
480,3/13/2020,3/25/2020,3/20/2020,23600,SO54351,$2.29 
480,3/13/2020,3/25/2020,3/20/2020,27325,SO54352,$2.29 
480,3/13/2020,3/25/2020,3/20/2020,11194,SO54355,$2.29 
480,3/13/2020,3/25/2020,3/20/2020,21909,SO54370,$2.29 
480,3/13/2020,3/25/2020,3/20/2020,21062,SO54373,$2.29 
214,3/13/2020,3/25/2020,3/20/2020,26986,SO54372,$34.99 
477,3/13/2020,3/25/2020,3/20/2020,11428,SO54318,$4.99 
477,3/13/2020,3/25/2020,3/20/2020,16738,SO54329,$4.99 
477,3/13/2020,3/25/2020,3/20/2020,22832,SO54349,$4.99 
477,3/13/2020,3/25/2020,3/20/2020,11464,SO54364,$4.99 
477,3/13/2020,3/25/2020,3/20/2020,19670,SO54371,$4.99 
528,3/13/2020,3/25/2020,3/20/2020,26706,SO54339,$4.99 
528,3/13/2020,3/25/2020,3/20/2020,14519,SO54340,$4.99 
528,3/13/2020,3/25/2020,3/20/2020,14924,SO54341,$4.99 
528,3/13/2020,3/25/2020,3/20/2020,15683,SO54345,$4.99 
528,3/13/2020,3/25/2020,3/20/2020,17193,SO54346,$4.99 
528,3/13/2020,3/25/2020,3/20/2020,11194,SO54355,$4.99 
530,3/13/2020,3/25/2020,3/20/2020,28936,SO54324,$4.99 
530,3/13/2020,3/25/2020,3/20/2020,27037,SO54335,$4.99 
530,3/13/2020,3/25/2020,3/20/2020,14194,SO54350,$4.99 
217,3/13/2020,3/25/2020,3/20/2020,16516,SO54316,$34.99 
217,3/13/2020,3/25/2020,3/20/2020,11331,SO54331,$34.99 
217,3/13/2020,3/25/2020,3/20/2020,14924,SO54341,$34.99 
222,3/13/2020,3/25/2020,3/20/2020,11428,SO54318,$34.99 
222,3/13/2020,3/25/2020,3/20/2020,13155,SO54320,$34.99 
222,3/13/2020,3/25/2020,3/20/2020,11019,SO54332,$34.99 
222,3/13/2020,3/25/2020,3/20/2020,27839,SO54375,$34.99 
214,3/13/2020,3/25/2020,3/20/2020,14063,SO54317,$34.99 
214,3/13/2020,3/25/2020,3/20/2020,17193,SO54346,$34.99 
214,3/13/2020,3/25/2020,3/20/2020,14194,SO54350,$34.99 
214,3/13/2020,3/25/2020,3/20/2020,25199,SO54368,$34.99 
225,3/13/2020,3/25/2020,3/20/2020,11428,SO54318,$8.99 
225,3/13/2020,3/25/2020,3/20/2020,26765,SO54323,$8.99 
225,3/13/2020,3/25/2020,3/20/2020,28813,SO54333,$8.99 
225,3/13/2020,3/25/2020,3/20/2020,19520,SO54347,$8.99 
225,3/13/2020,3/25/2020,3/20/2020,22832,SO54349,$8.99 
225,3/13/2020,3/25/2020,3/20/2020,25671,SO54353,$8.99 
225,3/13/2020,3/25/2020,3/20/2020,25485,SO54360,$8.99 
225,3/13/2020,3/25/2020,3/20/2020,25203,SO54369,$8.99 
479,3/13/2020,3/25/2020,3/20/2020,16738,SO54329,$8.99 
479,3/13/2020,3/25/2020,3/20/2020,19670,SO54371,$8.99 
482,3/13/2020,3/25/2020,3/20/2020,11019,SO54332,$8.99 
535,3/13/2020,3/25/2020,3/20/2020,13155,SO54320,$24.99 
535,3/13/2020,3/25/2020,3/20/2020,12679,SO54321,$24.99 
539,3/13/2020,3/25/2020,3/20/2020,24710,SO54328,$24.99 
539,3/13/2020,3/25/2020,3/20/2020,28813,SO54333,$24.99 
539,3/13/2020,3/25/2020,3/20/2020,11631,SO54334,$24.99 
539,3/13/2020,3/25/2020,3/20/2020,19332,SO54344,$24.99 
539,3/13/2020,3/25/2020,3/20/2020,19520,SO54347,$24.99 
539,3/13/2020,3/25/2020,3/20/2020,20580,SO54348,$24.99 
234,3/13/2020,3/25/2020,3/20/2020,24711,SO54326,$49.99 
234,3/13/2020,3/25/2020,3/20/2020,27325,SO54352,$49.99 
231,3/13/2020,3/25/2020,3/20/2020,14060,SO54325,$49.99 
231,3/13/2020,3/25/2020,3/20/2020,15683,SO54345,$49.99 
584,3/13/2020,3/25/2020,3/20/2020,21062,SO54373,$539.99 
584,3/13/2020,3/25/2020,3/20/2020,29389,SO54374,$539.99 
604,3/13/2020,3/25/2020,3/20/2020,20819,SO54363,$539.99 
604,3/13/2020,3/25/2020,3/20/2020,21909,SO54370,$539.99 
605,3/13/2020,3/25/2020,3/20/2020,20820,SO54362,$539.99 
491,3/13/2020,3/25/2020,3/20/2020,19520,SO54347,$53.99 
489,3/13/2020,3/25/2020,3/20/2020,11829,SO54330,$53.99 
488,3/13/2020,3/25/2020,3/20/2020,16691,SO54361,$53.99 
490,3/13/2020,3/25/2020,3/20/2020,14519,SO54340,$53.99 
490,3/13/2020,3/25/2020,3/20/2020,19332,SO54344,$53.99 
467,3/13/2020,3/25/2020,3/20/2020,13155,SO54320,$24.49 
463,3/13/2020,3/25/2020,3/20/2020,11464,SO54364,$24.49 
361,3/13/2020,3/25/2020,3/20/2020,11110,SO54367,"$2,294.99 "
363,3/13/2020,3/25/2020,3/20/2020,11968,SO54366,"$2,294.99 "
359,3/13/2020,3/25/2020,3/20/2020,11464,SO54364,"$2,294.99 "
576,3/13/2020,3/25/2020,3/20/2020,27839,SO54375,"$2,384.07 "
357,3/13/2020,3/25/2020,3/20/2020,12167,SO54358,"$2,319.99 "
355,3/13/2020,3/25/2020,3/20/2020,11428,SO54318,"$2,319.99 "
355,3/13/2020,3/25/2020,3/20/2020,11893,SO54365,"$2,319.99 "
386,3/13/2020,3/25/2020,3/20/2020,19670,SO54371,"$1,120.49 "
386,3/13/2020,3/25/2020,3/20/2020,26986,SO54372,"$1,120.49 "
384,3/13/2020,3/25/2020,3/20/2020,16516,SO54316,"$1,120.49 "
474,3/13/2020,3/25/2020,3/20/2020,26765,SO54323,$69.99 
474,3/13/2020,3/25/2020,3/20/2020,18826,SO54337,$69.99 
475,3/13/2020,3/25/2020,3/20/2020,19227,SO54338,$69.99 
475,3/13/2020,3/25/2020,3/20/2020,16691,SO54361,$69.99 
583,3/13/2020,3/25/2020,3/20/2020,24711,SO54326,"$1,700.99 "
583,3/13/2020,3/25/2020,3/20/2020,17099,SO54327,"$1,700.99 "
582,3/13/2020,3/25/2020,3/20/2020,24710,SO54328,"$1,700.99 "
473,3/13/2020,3/25/2020,3/20/2020,20819,SO54363,$63.50 
472,3/13/2020,3/25/2020,3/20/2020,25329,SO54336,$63.50 
590,3/13/2020,3/25/2020,3/20/2020,16691,SO54361,$769.49 
528,3/14/2020,3/26/2020,3/21/2020,12919,SO54395,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,13541,SO54377,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,12315,SO54378,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,11200,SO54379,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,19764,SO54384,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,14926,SO54386,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,16767,SO54400,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,18777,SO54401,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,23769,SO54404,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,12562,SO54415,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,17651,SO54419,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,20814,SO54421,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,16742,SO54422,$4.99 
477,3/14/2020,3/26/2020,3/21/2020,24345,SO54425,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,13541,SO54377,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,13116,SO54381,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,12344,SO54382,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,18330,SO54383,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,18919,SO54397,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,19001,SO54398,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,14985,SO54402,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,16592,SO54403,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,11220,SO54412,$4.99 
528,3/14/2020,3/26/2020,3/21/2020,11802,SO54413,$4.99 
530,3/14/2020,3/26/2020,3/21/2020,11091,SO54391,$4.99 
530,3/14/2020,3/26/2020,3/21/2020,27109,SO54392,$4.99 
530,3/14/2020,3/26/2020,3/21/2020,27857,SO54410,$4.99 
530,3/14/2020,3/26/2020,3/21/2020,22670,SO54411,$4.99 
530,3/14/2020,3/26/2020,3/21/2020,14697,SO54418,$4.99 
217,3/14/2020,3/26/2020,3/21/2020,12919,SO54395,$34.99 
222,3/14/2020,3/26/2020,3/21/2020,14926,SO54386,$34.99 
222,3/14/2020,3/26/2020,3/21/2020,19001,SO54398,$34.99 
222,3/14/2020,3/26/2020,3/21/2020,16592,SO54403,$34.99 
222,3/14/2020,3/26/2020,3/21/2020,22835,SO54407,$34.99 
222,3/14/2020,3/26/2020,3/21/2020,22670,SO54411,$34.99 
222,3/14/2020,3/26/2020,3/21/2020,19682,SO54426,$34.99 
214,3/14/2020,3/26/2020,3/21/2020,13982,SO54385,$34.99 
214,3/14/2020,3/26/2020,3/21/2020,23897,SO54405,$34.99 
214,3/14/2020,3/26/2020,3/21/2020,27857,SO54410,$34.99 
214,3/14/2020,3/26/2020,3/21/2020,12562,SO54415,$34.99 
214,3/14/2020,3/26/2020,3/21/2020,12154,SO54417,$34.99 
214,3/14/2020,3/26/2020,3/21/2020,24735,SO54424,$34.99 
225,3/14/2020,3/26/2020,3/21/2020,11200,SO54379,$8.99 
225,3/14/2020,3/26/2020,3/21/2020,22562,SO54408,$8.99 
225,3/14/2020,3/26/2020,3/21/2020,12562,SO54415,$8.99 
225,3/14/2020,3/26/2020,3/21/2020,24735,SO54424,$8.99 
479,3/14/2020,3/26/2020,3/21/2020,11200,SO54379,$8.99 
479,3/14/2020,3/26/2020,3/21/2020,17651,SO54419,$8.99 
479,3/14/2020,3/26/2020,3/21/2020,20814,SO54421,$8.99 
479,3/14/2020,3/26/2020,3/21/2020,16742,SO54422,$8.99 
479,3/14/2020,3/26/2020,3/21/2020,24345,SO54425,$8.99 
481,3/14/2020,3/26/2020,3/21/2020,16742,SO54422,$8.99 
482,3/14/2020,3/26/2020,3/21/2020,11802,SO54413,$8.99 
535,3/14/2020,3/26/2020,3/21/2020,13116,SO54381,$24.99 
535,3/14/2020,3/26/2020,3/21/2020,12344,SO54382,$24.99 
535,3/14/2020,3/26/2020,3/21/2020,26465,SO54390,$24.99 
535,3/14/2020,3/26/2020,3/21/2020,14985,SO54402,$24.99 
539,3/14/2020,3/26/2020,3/21/2020,11300,SO54388,$24.99 
539,3/14/2020,3/26/2020,3/21/2020,11632,SO54389,$24.99 
539,3/14/2020,3/26/2020,3/21/2020,16890,SO54416,$24.99 
234,3/14/2020,3/26/2020,3/21/2020,24735,SO54424,$49.99 
231,3/14/2020,3/26/2020,3/21/2020,19025,SO54399,$49.99 
228,3/14/2020,3/26/2020,3/21/2020,12101,SO54380,$49.99 
237,3/14/2020,3/26/2020,3/21/2020,11300,SO54388,$49.99 
584,3/14/2020,3/26/2020,3/21/2020,26760,SO54420,$539.99 
584,3/14/2020,3/26/2020,3/21/2020,20814,SO54421,$539.99 
605,3/14/2020,3/26/2020,3/21/2020,21072,SO54428,$539.99 
605,3/14/2020,3/26/2020,3/21/2020,25747,SO54429,$539.99 
491,3/14/2020,3/26/2020,3/21/2020,20814,SO54421,$53.99 
488,3/14/2020,3/26/2020,3/21/2020,16890,SO54416,$53.99 
488,3/14/2020,3/26/2020,3/21/2020,12291,SO54427,$53.99 
467,3/14/2020,3/26/2020,3/21/2020,12919,SO54395,$24.49 
467,3/14/2020,3/26/2020,3/21/2020,16890,SO54416,$24.49 
465,3/14/2020,3/26/2020,3/21/2020,18777,SO54401,$24.49 
465,3/14/2020,3/26/2020,3/21/2020,23769,SO54404,$24.49 
465,3/14/2020,3/26/2020,3/21/2020,12154,SO54417,$24.49 
465,3/14/2020,3/26/2020,3/21/2020,17651,SO54419,$24.49 
361,3/14/2020,3/26/2020,3/21/2020,11903,SO54423,"$2,294.99 "
564,3/14/2020,3/26/2020,3/21/2020,24735,SO54424,"$2,384.07 "
562,3/14/2020,3/26/2020,3/21/2020,24345,SO54425,"$2,384.07 "
353,3/14/2020,3/26/2020,3/21/2020,12315,SO54378,"$2,319.99 "
353,3/14/2020,3/26/2020,3/21/2020,13559,SO54387,"$2,319.99 "
357,3/14/2020,3/26/2020,3/21/2020,13541,SO54377,"$2,319.99 "
355,3/14/2020,3/26/2020,3/21/2020,11570,SO54376,"$2,319.99 "
355,3/14/2020,3/26/2020,3/21/2020,12154,SO54417,"$2,319.99 "
380,3/14/2020,3/26/2020,3/21/2020,16742,SO54422,"$2,443.35 "
388,3/14/2020,3/26/2020,3/21/2020,19682,SO54426,"$1,120.49 "
388,3/14/2020,3/26/2020,3/21/2020,12291,SO54427,"$1,120.49 "
476,3/14/2020,3/26/2020,3/21/2020,19025,SO54399,$69.99 
580,3/14/2020,3/26/2020,3/21/2020,16890,SO54416,"$1,700.99 "
471,3/14/2020,3/26/2020,3/21/2020,26409,SO54406,$63.50 
567,3/14/2020,3/26/2020,3/21/2020,14697,SO54418,$742.35 
570,3/14/2020,3/26/2020,3/21/2020,17651,SO54419,$742.35 
595,3/14/2020,3/26/2020,3/21/2020,14926,SO54386,$564.99 
486,3/14/2020,3/26/2020,3/21/2020,18919,SO54397,$159 
487,3/14/2020,3/26/2020,3/21/2020,27109,SO54392,$54.99 
487,3/14/2020,3/26/2020,3/21/2020,16767,SO54400,$54.99 
540,3/14/2020,3/26/2020,3/21/2020,24299,SO54393,$32.60 
540,3/14/2020,3/26/2020,3/21/2020,24619,SO54394,$32.60 
540,3/14/2020,3/26/2020,3/21/2020,15866,SO54396,$32.60 
484,3/14/2020,3/26/2020,3/21/2020,19764,SO54384,$7.95 
484,3/14/2020,3/26/2020,3/21/2020,11091,SO54391,$7.95 
541,3/14/2020,3/26/2020,3/21/2020,27109,SO54392,$28.99 
541,3/14/2020,3/26/2020,3/21/2020,14697,SO54418,$28.99 
538,3/14/2020,3/26/2020,3/21/2020,22562,SO54408,$21.49 
538,3/14/2020,3/26/2020,3/21/2020,29386,SO54409,$21.49 
536,3/14/2020,3/26/2020,3/21/2020,18330,SO54383,$29.99 
536,3/14/2020,3/26/2020,3/21/2020,12919,SO54395,$29.99 
536,3/14/2020,3/26/2020,3/21/2020,18919,SO54397,$29.99 
536,3/14/2020,3/26/2020,3/21/2020,19001,SO54398,$29.99 
537,3/14/2020,3/26/2020,3/21/2020,13541,SO54377,$35 
537,3/14/2020,3/26/2020,3/21/2020,16592,SO54403,$35 
537,3/14/2020,3/26/2020,3/21/2020,11220,SO54412,$35 
537,3/14/2020,3/26/2020,3/21/2020,11802,SO54413,$35 
537,3/14/2020,3/26/2020,3/21/2020,12182,SO54414,$35 
478,3/14/2020,3/26/2020,3/21/2020,13541,SO54377,$9.99 
478,3/14/2020,3/26/2020,3/21/2020,12315,SO54378,$9.99 
478,3/14/2020,3/26/2020,3/21/2020,14926,SO54386,$9.99 
478,3/14/2020,3/26/2020,3/21/2020,13559,SO54387,$9.99 
478,3/14/2020,3/26/2020,3/21/2020,12562,SO54415,$9.99 
485,3/14/2020,3/26/2020,3/21/2020,13541,SO54377,$21.98 
529,3/14/2020,3/26/2020,3/21/2020,24299,SO54393,$3.99 
529,3/14/2020,3/26/2020,3/21/2020,15866,SO54396,$3.99 
529,3/14/2020,3/26/2020,3/21/2020,23897,SO54405,$3.99 
529,3/14/2020,3/26/2020,3/21/2020,26409,SO54406,$3.99 
529,3/14/2020,3/26/2020,3/21/2020,22835,SO54407,$3.99 
529,3/14/2020,3/26/2020,3/21/2020,29386,SO54409,$3.99 
529,3/14/2020,3/26/2020,3/21/2020,16890,SO54416,$3.99 
480,3/14/2020,3/26/2020,3/21/2020,13116,SO54381,$2.29 
480,3/14/2020,3/26/2020,3/21/2020,12344,SO54382,$2.29 
480,3/14/2020,3/26/2020,3/21/2020,11632,SO54389,$2.29 
480,3/14/2020,3/26/2020,3/21/2020,26465,SO54390,$2.29 
480,3/14/2020,3/26/2020,3/21/2020,24299,SO54393,$2.29 
480,3/14/2020,3/26/2020,3/21/2020,15866,SO54396,$2.29 
480,3/14/2020,3/26/2020,3/21/2020,29386,SO54409,$2.29 
480,3/14/2020,3/26/2020,3/21/2020,12182,SO54414,$2.29 
361,3/15/2020,3/27/2020,3/22/2020,12076,SO54469,"$2,294.99 "
477,3/15/2020,3/27/2020,3/22/2020,21321,SO54445,$4.99 
477,3/15/2020,3/27/2020,3/22/2020,16772,SO54446,$4.99 
477,3/15/2020,3/27/2020,3/22/2020,14371,SO54447,$4.99 
477,3/15/2020,3/27/2020,3/22/2020,17366,SO54448,$4.99 
477,3/15/2020,3/27/2020,3/22/2020,21846,SO54454,$4.99 
477,3/15/2020,3/27/2020,3/22/2020,11535,SO54468,$4.99 
477,3/15/2020,3/27/2020,3/22/2020,20818,SO54471,$4.99 
528,3/15/2020,3/27/2020,3/22/2020,13640,SO54432,$4.99 
528,3/15/2020,3/27/2020,3/22/2020,15509,SO54449,$4.99 
528,3/15/2020,3/27/2020,3/22/2020,22826,SO54457,$4.99 
528,3/15/2020,3/27/2020,3/22/2020,12420,SO54464,$4.99 
530,3/15/2020,3/27/2020,3/22/2020,11277,SO54443,$4.99 
530,3/15/2020,3/27/2020,3/22/2020,24113,SO54460,$4.99 
530,3/15/2020,3/27/2020,3/22/2020,27155,SO54461,$4.99 
217,3/15/2020,3/27/2020,3/22/2020,23418,SO54430,$34.99 
217,3/15/2020,3/27/2020,3/22/2020,14371,SO54447,$34.99 
217,3/15/2020,3/27/2020,3/22/2020,11574,SO54467,$34.99 
222,3/15/2020,3/27/2020,3/22/2020,21321,SO54445,$34.99 
222,3/15/2020,3/27/2020,3/22/2020,15509,SO54449,$34.99 
222,3/15/2020,3/27/2020,3/22/2020,25512,SO54458,$34.99 
222,3/15/2020,3/27/2020,3/22/2020,28949,SO54473,$34.99 
214,3/15/2020,3/27/2020,3/22/2020,20850,SO54437,$34.99 
214,3/15/2020,3/27/2020,3/22/2020,17366,SO54448,$34.99 
214,3/15/2020,3/27/2020,3/22/2020,13945,SO54451,$34.99 
214,3/15/2020,3/27/2020,3/22/2020,21846,SO54454,$34.99 
214,3/15/2020,3/27/2020,3/22/2020,24113,SO54460,$34.99 
214,3/15/2020,3/27/2020,3/22/2020,27155,SO54461,$34.99 
214,3/15/2020,3/27/2020,3/22/2020,20818,SO54471,$34.99 
214,3/15/2020,3/27/2020,3/22/2020,19482,SO54475,$34.99 
225,3/15/2020,3/27/2020,3/22/2020,23418,SO54430,$8.99 
225,3/15/2020,3/27/2020,3/22/2020,20850,SO54437,$8.99 
225,3/15/2020,3/27/2020,3/22/2020,17095,SO54438,$8.99 
225,3/15/2020,3/27/2020,3/22/2020,28923,SO54472,$8.99 
479,3/15/2020,3/27/2020,3/22/2020,20818,SO54471,$8.99 
479,3/15/2020,3/27/2020,3/22/2020,19717,SO54474,$8.99 
482,3/15/2020,3/27/2020,3/22/2020,23439,SO54434,$8.99 
482,3/15/2020,3/27/2020,3/22/2020,11535,SO54468,$8.99 
535,3/15/2020,3/27/2020,3/22/2020,13640,SO54432,$24.99 
535,3/15/2020,3/27/2020,3/22/2020,11116,SO54433,$24.99 
535,3/15/2020,3/27/2020,3/22/2020,26470,SO54442,$24.99 
539,3/15/2020,3/27/2020,3/22/2020,20850,SO54437,$24.99 
539,3/15/2020,3/27/2020,3/22/2020,20559,SO54455,$24.99 
231,3/15/2020,3/27/2020,3/22/2020,20559,SO54455,$49.99 
231,3/15/2020,3/27/2020,3/22/2020,12392,SO54466,$49.99 
237,3/15/2020,3/27/2020,3/22/2020,17095,SO54438,$49.99 
237,3/15/2020,3/27/2020,3/22/2020,28460,SO54450,$49.99 
604,3/15/2020,3/27/2020,3/22/2020,20817,SO54470,$539.99 
604,3/15/2020,3/27/2020,3/22/2020,20818,SO54471,$539.99 
604,3/15/2020,3/27/2020,3/22/2020,22469,SO54476,$539.99 
491,3/15/2020,3/27/2020,3/22/2020,11640,SO54441,$53.99 
489,3/15/2020,3/27/2020,3/22/2020,23418,SO54430,$53.99 
489,3/15/2020,3/27/2020,3/22/2020,28949,SO54473,$53.99 
488,3/15/2020,3/27/2020,3/22/2020,11567,SO54453,$53.99 
490,3/15/2020,3/27/2020,3/22/2020,17442,SO54462,$53.99 
477,3/15/2020,3/27/2020,3/22/2020,23439,SO54434,$4.99 
363,3/15/2020,3/27/2020,3/22/2020,12620,SO54431,"$2,294.99 "
363,3/15/2020,3/27/2020,3/22/2020,11535,SO54468,"$2,294.99 "
564,3/15/2020,3/27/2020,3/22/2020,28949,SO54473,"$2,384.07 "
574,3/15/2020,3/27/2020,3/22/2020,28923,SO54472,"$2,384.07 "
388,3/15/2020,3/27/2020,3/22/2020,23418,SO54430,"$1,120.49 "
382,3/15/2020,3/27/2020,3/22/2020,19482,SO54475,"$1,120.49 "
390,3/15/2020,3/27/2020,3/22/2020,19717,SO54474,"$1,120.49 "
474,3/15/2020,3/27/2020,3/22/2020,28460,SO54450,$69.99 
475,3/15/2020,3/27/2020,3/22/2020,26771,SO54435,$69.99 
580,3/15/2020,3/27/2020,3/22/2020,20850,SO54437,"$1,700.99 "
580,3/15/2020,3/27/2020,3/22/2020,17095,SO54438,"$1,700.99 "
471,3/15/2020,3/27/2020,3/22/2020,20818,SO54471,$63.50 
472,3/15/2020,3/27/2020,3/22/2020,14002,SO54463,$63.50 
487,3/15/2020,3/27/2020,3/22/2020,23439,SO54434,$54.99 
487,3/15/2020,3/27/2020,3/22/2020,11277,SO54443,$54.99 
540,3/15/2020,3/27/2020,3/22/2020,11185,SO54444,$32.60 
484,3/15/2020,3/27/2020,3/22/2020,11293,SO54439,$7.95 
484,3/15/2020,3/27/2020,3/22/2020,11519,SO54440,$7.95 
484,3/15/2020,3/27/2020,3/22/2020,26470,SO54442,$7.95 
484,3/15/2020,3/27/2020,3/22/2020,19717,SO54474,$7.95 
541,3/15/2020,3/27/2020,3/22/2020,11277,SO54443,$28.99 
541,3/15/2020,3/27/2020,3/22/2020,27155,SO54461,$28.99 
538,3/15/2020,3/27/2020,3/22/2020,11640,SO54441,$21.49 
538,3/15/2020,3/27/2020,3/22/2020,24872,SO54459,$21.49 
538,3/15/2020,3/27/2020,3/22/2020,22469,SO54476,$21.49 
536,3/15/2020,3/27/2020,3/22/2020,14863,SO54456,$29.99 
536,3/15/2020,3/27/2020,3/22/2020,22826,SO54457,$29.99 
537,3/15/2020,3/27/2020,3/22/2020,12620,SO54431,$35 
537,3/15/2020,3/27/2020,3/22/2020,12420,SO54464,$35 
478,3/15/2020,3/27/2020,3/22/2020,11079,SO54436,$9.99 
478,3/15/2020,3/27/2020,3/22/2020,21321,SO54445,$9.99 
478,3/15/2020,3/27/2020,3/22/2020,16772,SO54446,$9.99 
478,3/15/2020,3/27/2020,3/22/2020,14371,SO54447,$9.99 
478,3/15/2020,3/27/2020,3/22/2020,11535,SO54468,$9.99 
485,3/15/2020,3/27/2020,3/22/2020,13945,SO54451,$21.98 
485,3/15/2020,3/27/2020,3/22/2020,14532,SO54452,$21.98 
485,3/15/2020,3/27/2020,3/22/2020,17442,SO54462,$21.98 
485,3/15/2020,3/27/2020,3/22/2020,14002,SO54463,$21.98 
485,3/15/2020,3/27/2020,3/22/2020,12925,SO54465,$21.98 
485,3/15/2020,3/27/2020,3/22/2020,11535,SO54468,$21.98 
529,3/15/2020,3/27/2020,3/22/2020,20850,SO54437,$3.99 
529,3/15/2020,3/27/2020,3/22/2020,11519,SO54440,$3.99 
529,3/15/2020,3/27/2020,3/22/2020,11185,SO54444,$3.99 
529,3/15/2020,3/27/2020,3/22/2020,25512,SO54458,$3.99 
480,3/15/2020,3/27/2020,3/22/2020,12620,SO54431,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,13640,SO54432,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,11116,SO54433,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,11293,SO54439,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,11519,SO54440,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,26470,SO54442,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,11185,SO54444,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,14863,SO54456,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,24872,SO54459,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,12420,SO54464,$2.29 
480,3/15/2020,3/27/2020,3/22/2020,22469,SO54476,$2.29 
225,3/16/2020,3/28/2020,3/23/2020,28235,SO54485,$8.99 
477,3/16/2020,3/28/2020,3/23/2020,11439,SO54478,$4.99 
477,3/16/2020,3/28/2020,3/23/2020,16489,SO54484,$4.99 
477,3/16/2020,3/28/2020,3/23/2020,15340,SO54488,$4.99 
477,3/16/2020,3/28/2020,3/23/2020,12165,SO54491,$4.99 
477,3/16/2020,3/28/2020,3/23/2020,16885,SO54492,$4.99 
477,3/16/2020,3/28/2020,3/23/2020,11347,SO54511,$4.99 
477,3/16/2020,3/28/2020,3/23/2020,16896,SO54512,$4.99 
